5,37 ;5,39 ;5,48 ;5,52 ;5,58 ;46,49 ;46,55 ;46,84 ;46,86 ;46,89 ;47,78 ;90,17 ;90,23 ;90,27 ;90,31 ;90,63 ;91,03 ;91,34 ;93,53 ;93,54 ;93,55 ;93,55 ;94,13 ;94,24 ;94,65 ;95,71 ;95,73 ;96,35 ;96,49 ;96,61 ;96,90 ;96,92 ;100,00
10,49 ;10,50 ;11,49 ;20,64 ;22,78 ;26,17 ;26,18 ;26,19 ;27,79 ;29,98 ;30,02 ;30,21 ;30,21 ;30,22 ;30,26 ;33,97 ;38,92 ;51,22 ;56,55 ;56,65 ;58,03 ;58,13 ;61,20 ;68,56 ;73,75 ;74,68 ;74,69 ;77,28 ;77,28 ;77,30 ;77,31 ;79,80 ;100,00
7,31 ;7,31 ;7,31 ;8,33 ;9,18 ;11,90 ;11,90 ;11,90 ;12,07 ;12,07 ;15,99 ;16,33 ;18,71 ;18,71 ;18,71 ;19,22 ;20,41 ;23,64 ;27,55 ;27,55 ;27,89 ;27,89 ;30,95 ;32,82 ;34,52 ;34,52 ;34,52 ;36,56 ;36,56 ;36,73 ;36,73 ;36,90 ;100,00
28,89 ;29,22 ;29,22 ;29,55 ;29,77 ;41,12 ;41,35 ;41,79 ;41,90 ;42,12 ;42,67 ;53,36 ;53,36 ;53,69 ;55,46 ;55,57 ;55,79 ;56,01 ;77,62 ;77,62 ;77,73 ;77,73 ;78,17 ;78,17 ;78,50 ;93,27 ;93,38 ;93,38 ;93,38 ;93,38 ;93,72 ;93,72 ;100,00
17,21 ;17,25 ;17,72 ;17,72 ;17,91 ;37,20 ;37,20 ;37,20 ;37,48 ;37,87 ;40,96 ;56,37 ;56,37 ;56,72 ;58,57 ;61,54 ;62,37 ;63,47 ;70,40 ;70,44 ;70,48 ;70,48 ;73,30 ;77,34 ;78,52 ;82,24 ;82,24 ;82,40 ;82,95 ;82,95 ;84,99 ;85,03 ;100,00
19,41 ;19,42 ;19,73 ;21,00 ;21,80 ;37,72 ;37,74 ;37,77 ;38,19 ;38,93 ;38,96 ;65,82 ;65,85 ;65,86 ;65,91 ;77,41 ;78,47 ;78,55 ;89,15 ;89,32 ;89,97 ;89,98 ;90,01 ;90,62 ;93,89 ;97,63 ;97,64 ;98,37 ;98,39 ;98,41 ;98,54 ;99,14 ;100,00
16,41 ;16,43 ;20,93 ;20,98 ;20,99 ;37,85 ;37,86 ;37,92 ;37,94 ;37,94 ;37,95 ;53,24 ;53,25 ;53,26 ;53,27 ;53,31 ;62,16 ;62,30 ;87,56 ;87,62 ;96,09 ;96,10 ;96,13 ;96,20 ;96,23 ;99,11 ;99,12 ;99,15 ;99,16 ;99,16 ;99,20 ;99,21 ;100,00
11,80 ;11,81 ;11,85 ;17,09 ;28,17 ;38,49 ;38,50 ;38,52 ;40,57 ;44,29 ;44,32 ;54,62 ;54,64 ;54,66 ;54,73 ;54,76 ;54,79 ;58,97 ;74,83 ;74,94 ;74,96 ;75,27 ;75,31 ;78,39 ;93,95 ;95,38 ;95,38 ;96,50 ;96,51 ;96,52 ;96,58 ;98,66 ;100,00
0,25 ;0,25 ;1,12 ;4,51 ;6,15 ;6,40 ;6,40 ;6,40 ;7,60 ;10,82 ;10,88 ;11,67 ;11,67 ;11,68 ;11,73 ;21,15 ;25,59 ;39,97 ;40,21 ;40,21 ;42,70 ;42,76 ;52,87 ;59,01 ;62,75 ;63,04 ;63,04 ;64,87 ;64,95 ;65,00 ;65,04 ;65,51 ;100,00
0,00 ;0,00 ;0,00 ;0,03 ;0,03 ;0,03 ;0,03 ;0,03 ;0,06 ;0,19 ;0,19 ;0,19 ;0,19 ;0,22 ;0,22 ;0,32 ;0,41 ;0,82 ;0,82 ;0,82 ;0,85 ;0,85 ;1,07 ;1,23 ;1,26 ;1,26 ;1,26 ;1,36 ;1,36 ;1,36 ;1,36 ;1,36 ;100,00
17,89 ;17,90 ;17,91 ;17,92 ;17,93 ;34,97 ;34,97 ;35,00 ;35,04 ;35,05 ;35,30 ;51,33 ;51,36 ;51,36 ;51,37 ;55,18 ;55,19 ;55,39 ;69,03 ;69,09 ;76,20 ;76,20 ;93,40 ;94,35 ;94,83 ;99,70 ;99,70 ;99,70 ;99,70 ;99,70 ;99,74 ;99,76 ;100,00
0,23 ;0,23 ;0,26 ;0,28 ;0,28 ;0,35 ;0,35 ;0,35 ;0,35 ;0,35 ;0,35 ;0,42 ;0,42 ;0,42 ;0,42 ;0,42 ;0,44 ;0,44 ;0,54 ;0,54 ;0,54 ;0,82 ;0,82 ;0,82 ;0,82 ;99,46 ;99,46 ;99,53 ;99,63 ;99,63 ;99,63 ;99,65 ;100,00
19,79 ;20,25 ;21,13 ;23,07 ;24,58 ;45,93 ;45,94 ;45,98 ;46,29 ;47,71 ;47,74 ;68,82 ;68,85 ;68,86 ;68,91 ;70,87 ;73,16 ;74,66 ;87,35 ;87,81 ;88,37 ;88,40 ;91,12 ;93,13 ;95,82 ;97,76 ;97,76 ;98,61 ;98,63 ;98,64 ;98,72 ;99,11 ;100,00
6,48 ;6,48 ;8,02 ;19,02 ;19,36 ;29,80 ;29,80 ;29,82 ;31,48 ;32,48 ;32,76 ;46,41 ;46,43 ;46,43 ;46,53 ;47,02 ;49,37 ;49,53 ;56,00 ;56,04 ;61,57 ;61,86 ;61,96 ;74,49 ;94,32 ;97,10 ;97,11 ;98,11 ;98,15 ;98,15 ;98,19 ;98,19 ;100,00
17,69 ;18,00 ;18,02 ;18,06 ;18,08 ;40,80 ;40,81 ;40,84 ;40,85 ;40,86 ;41,16 ;62,14 ;62,17 ;62,18 ;62,18 ;62,25 ;62,32 ;62,36 ;75,18 ;75,33 ;75,34 ;75,34 ;86,28 ;86,40 ;95,47 ;99,20 ;99,20 ;99,21 ;99,23 ;99,23 ;99,28 ;99,34 ;100,00
7,11 ;7,12 ;10,16 ;15,59 ;19,75 ;22,69 ;22,69 ;22,71 ;24,59 ;28,73 ;28,82 ;35,12 ;35,18 ;35,22 ;35,31 ;43,37 ;48,42 ;56,16 ;59,04 ;59,07 ;62,61 ;62,62 ;78,72 ;86,78 ;96,83 ;96,96 ;96,96 ;97,50 ;97,51 ;97,68 ;97,72 ;99,20 ;100,00
0,76 ;0,76 ;1,53 ;2,29 ;3,05 ;3,82 ;3,82 ;3,82 ;5,34 ;5,34 ;6,11 ;7,63 ;7,63 ;7,63 ;7,63 ;9,92 ;19,85 ;29,77 ;29,77 ;29,77 ;30,53 ;30,53 ;40,46 ;41,98 ;51,15 ;51,15 ;51,15 ;52,67 ;53,44 ;53,44 ;53,44 ;53,44 ;100,00
38,44 ;38,44 ;38,45 ;38,46 ;38,47 ;58,03 ;58,03 ;58,06 ;58,06 ;58,06 ;58,30 ;81,14 ;81,16 ;81,17 ;81,17 ;81,19 ;81,20 ;81,26 ;94,63 ;94,70 ;94,70 ;94,70 ;95,78 ;95,82 ;95,83 ;96,66 ;96,66 ;99,58 ;99,59 ;99,63 ;99,66 ;99,66 ;100,00
25,50 ;25,58 ;26,25 ;26,77 ;27,22 ;45,41 ;45,41 ;45,49 ;45,71 ;45,94 ;49,66 ;66,52 ;66,52 ;66,52 ;67,41 ;70,10 ;70,54 ;74,20 ;84,56 ;84,56 ;84,64 ;84,79 ;86,58 ;89,04 ;89,49 ;90,90 ;90,90 ;90,98 ;91,50 ;91,50 ;92,92 ;92,92 ;100,00
9,00 ;9,27 ;9,27 ;11,21 ;11,30 ;24,62 ;24,71 ;24,80 ;24,98 ;24,98 ;28,24 ;45,72 ;45,72 ;45,72 ;45,72 ;46,43 ;46,87 ;47,04 ;52,43 ;52,52 ;54,63 ;54,81 ;54,99 ;55,25 ;63,55 ;64,34 ;64,34 ;67,87 ;68,40 ;74,49 ;75,11 ;75,11 ;100,00
9,63 ;9,73 ;11,48 ;13,54 ;15,75 ;21,46 ;21,51 ;21,61 ;21,87 ;22,52 ;22,82 ;23,42 ;23,42 ;23,47 ;23,77 ;27,73 ;30,84 ;35,06 ;39,02 ;39,02 ;40,82 ;40,87 ;43,13 ;48,90 ;50,55 ;51,81 ;51,86 ;52,26 ;52,91 ;53,11 ;53,71 ;53,76 ;100,00
26,65 ;26,66 ;26,69 ;26,69 ;26,73 ;35,10 ;35,10 ;35,11 ;35,11 ;35,12 ;35,14 ;60,43 ;60,44 ;60,45 ;60,49 ;60,52 ;60,53 ;60,57 ;65,52 ;65,83 ;65,85 ;65,85 ;65,86 ;65,89 ;65,91 ;67,01 ;67,02 ;67,02 ;67,02 ;67,02 ;67,03 ;99,53 ;100,00
8,50 ;8,51 ;11,10 ;18,58 ;23,15 ;25,99 ;25,99 ;26,01 ;29,24 ;32,14 ;32,52 ;41,51 ;41,53 ;41,69 ;41,91 ;44,50 ;49,87 ;51,56 ;54,01 ;54,01 ;62,79 ;63,15 ;72,98 ;90,46 ;96,20 ;97,02 ;97,02 ;99,43 ;99,59 ;99,65 ;99,69 ;100,00 ;100,00
